FirstName,LastName,Title_bucketed,DepartmentType,Attrition_Probability,Risk_Label,Primary_Risk_Factor,tenure_years_at_survey,days_since_training,Satisfaction Score
Enrique,Parks,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),0.16700889801505817,0,4
Kylie,Cox,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.462696783025325,0,1
Luke,Burke,Production Technician I,Production       ,0.03,Normal,High Risk Role (Production),0.0,0,5
Ricardo,Mcdonald,Production Technician I,Production       ,0.095,Normal,"High Risk Role (Production), Low Satisfaction",0.9664613278576317,118,2
Camila,Hodges,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.0,0,1
Tripp,Sanders,Production Technician I,Production       ,0.02,Normal,High Risk Role (Production),0.0,114,3
Davin,Wade,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Training Failed",0.0,0,3
Pierce,Bender,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Low Satisfaction",0.07665982203969883,0,1
Marin,Mosley,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.592060232717317,37,5
Barrett,Sosa,Production Technician I,Production       ,0.0925,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.7316906228610542,248,3
Eliezer,Briggs,Production Technician I,Production       ,0.1925,Normal,"High Risk Role (Production), Low Satisfaction",0.0,141,2
Talan,Garrett,Production Technician Ii,Production       ,0.0875,Normal,High Risk Role (Production),1.5222450376454484,2,4
Van,Griffin,Production Technician Ii,Production       ,0.0575,Normal,High Risk Role (Production),0.024640657084188913,112,4
Serenity,Carlson,Production Technician I,Production       ,0.0475,Normal,High Risk Role (Production),0.2272416153319644,104,5
Leslie,Maynard,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Low Satisfaction",0.44353182751540043,3,2
Craig,Sherman,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Low Satisfaction",1.9575633127994525,154,1
Lilyana,Huffman,Production Technician I,Production       ,0.0775,Normal,High Risk Role (Production),0.9801505817932923,0,5
Jacey,Reeves,Production Technician I,Production       ,0.0825,Normal,High Risk Role (Production),1.88911704312115,9,5
Madyson,Silva,Production Technician I,Production       ,0.19,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.574948665297741,0,3
Liberty,Poole,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),1.700205338809035,128,5
Antonio,Romero,Production Technician I,Production       ,0.1425,Normal,High Risk Role (Production),0.33401779603011633,0,4
Jaylen,Butler,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Low Satisfaction",1.3853524982888432,0,1
Gloria,Marks,Production Technician I,Production       ,0.09,Normal,High Risk Role (Production),1.8124572210814511,46,4
Jaylee,Cunningham,Production Technician I,Production       ,0.03,Normal,High Risk Role (Production),2.8802190280629705,77,4
Jordon,Wyatt,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Low Satisfaction",0.030116358658453114,215,2
Darien,Doyle,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.512662559890486,0,2
Manuel,Haley,Production Technician Ii,Production       ,0.0825,Normal,"High Risk Role (Production), Low Satisfaction",0.8624229979466119,2,1
Jett,York,Production Technician Ii,Production       ,0.1325,Normal,High Risk Role (Production),2.195756331279945,0,4
Shannon,Hurst,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.355920602327173,0,1
Carleigh,Schultz,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Low Satisfaction",0.48186173853524983,0,1
Rihanna,Briggs,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Training Failed",2.0670773442847366,0,3
Eden,Levy,Production Technician I,Production       ,0.1125,Normal,"High Risk Role (Production), Low Satisfaction",1.158110882956879,0,1
Eileen,Beard,Production Technician I,Production       ,0.1025,Normal,High Risk Role (Production),0.5886379192334018,0,3
Kale,Potter,Production Technician I,Production       ,0.04,Normal,High Risk Role (Production),1.1827515400410678,203,5
Sage,Boyer,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.7912388774811773,20,5
Dane,Owens,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.433264887063655,0,2
Colin,Simpson,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.8562628336755647,244,2
Rachel,Buckley,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.5455167693360714,0,3
Maria,Cameron,Production Technician I,Production       ,0.1025,Normal,"High Risk Role (Production), Low Satisfaction",0.0,140,1
Judith,Savage,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.788501026694045,256,4
Randall,West,Production Technician Ii,Production       ,0.2225,High Risk,"High Risk Role (Production), Low Satisfaction",2.9596167008898013,0,2
Caitlin,Palmer,Production Technician Ii,Production       ,0.06,Normal,"High Risk Role (Production), Low Satisfaction",1.4264202600958247,95,2
Luke,Heath,Production Technician Ii,Production       ,0.0475,Normal,"High Risk Role (Production), Training Failed",0.5037645448323066,0,3
Jadon,Mata,Production Technician Ii,Production       ,0.065,Normal,High Risk Role (Production),1.6427104722792607,89,3
Gillian,Hawkins,Production Technician Ii,Production       ,0.2125,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.027378507871321,14,1
Lisa,Griffin,Production Technician I,Production       ,0.1025,Normal,"High Risk Role (Production), Training Failed",0.621492128678987,0,4
Nelson,Carpenter,Production Technician I,Production       ,0.03,Normal,High Risk Role (Production),0.2655715263518138,0,5
Sanai,Sweeney,Production Technician I,Production       ,0.0525,Normal,High Risk Role (Production),0.0,0,3
Tania,Taylor,Production Technician I,Production       ,0.095,Normal,High Risk Role (Production),1.2210814510609171,227,5
Greta,Horne,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),2.940451745379877,80,5
Jordyn,Snyder,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.7173169062286106,0,2
Alex,Collins,Production Technician I,Production       ,0.0675,Normal,High Risk Role (Production),1.0759753593429158,168,5
Harley,Walker,Production Technician I,Production       ,0.13,Normal,High Risk Role (Production),2.461327857631759,268,5
Luka,Novak,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Training Failed",0.0,0,3
Skylar,Riggs,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Training Failed",0.30390143737166325,82,4
Shania,Barrera,Production Technician I,Production       ,0.095,Normal,High Risk Role (Production),1.5989048596851472,8,3
Trystan,Fernandez,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.049281314168378,0,5
Aimee,Berg,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.5906913073237507,0,1
Kyson,Scott,Production Technician I,Production       ,0.1325,Normal,High Risk Role (Production),0.0,0,4
Slade,Lynn,Production Technician Ii,Production       ,0.0875,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.287474332648871,34,3
Riley,Leon,Production Technician Ii,Production       ,0.1225,Normal,"High Risk Role (Production), Low Satisfaction",0.4462696783025325,0,2
Michelle,Pearson,Production Technician Ii,Production       ,0.0525,Normal,High Risk Role (Production),2.532511978097194,0,5
Caitlyn,Vaughan,Production Technician I,Production       ,0.035,Normal,High Risk Role (Production),0.2792607802874743,99,5
Addyson,Pollard,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Low Satisfaction",1.7905544147843941,147,2
Laila,Wiggins,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Low Satisfaction",1.8234086242299794,179,1
Terrance,Wiggins,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Low Satisfaction",0.6351813826146475,0,1
Aliza,Pace,Production Technician I,Production       ,0.0525,Normal,High Risk Role (Production),0.5557837097878165,0,4
Gia,Winters,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),1.68104038329911,0,4
Aidyn,Cuevas,Production Technician I,Production       ,0.1775,Normal,High Risk Role (Production),1.0841889117043122,129,5
Angel,Santos,Production Technician I,Production       ,0.07,Normal,High Risk Role (Production),2.91854893908282,0,4
Johnathan,Huerta,Production Technician I,Production       ,0.0875,Normal,High Risk Role (Production),2.116358658453114,0,5
Katelyn,Garner,Production Technician I,Production       ,0.055,Normal,High Risk Role (Production),0.9938398357289527,0,4
Deshawn,Ayers,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.577686516084873,0,4
Siena,Meadows,Production Technician I,Production       ,0.04,Normal,High Risk Role (Production),1.7905544147843941,0,4
Presley,Padilla,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed",0.0,0,3
Gillian,Williams,Production Technician Ii,Production       ,0.07,Normal,High Risk Role (Production),0.0,0,5
Anabel,Hanna,Production Technician Ii,Production       ,0.11,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.783025325119781,221,5
Celeste,Branch,Production Technician Ii,Production       ,0.0625,Normal,High Risk Role (Production),2.726899383983573,31,4
Shyanne,Cooper,Production Technician Ii,Production       ,0.0725,Normal,"High Risk Role (Production), Low Satisfaction",2.1519507186858315,167,2
Nancy,Barrett,Production Technician Ii,Production       ,0.065,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.8822724161533197,0,4
Ronan,Burke,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Low Satisfaction",1.0102669404517455,228,1
Estrella,Ho,Production Technician I,Production       ,0.0225,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.2217659137577,0,2
Conor,Petty,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),1.1827515400410678,177,5
Cheyanne,Munoz,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.4195756331279945,155,1
Jaycee,Osborn,Production Technician I,Production       ,0.1575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.403148528405202,226,3
Janiah,Ball,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),2.948665297741273,94,4
Brice,Medina,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.969883641341547,105,3
Ismael,Bowers,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.139630390143737,49,1
Caden,Silva,Production Technician I,Production       ,0.0575,Normal,High Risk Role (Production),2.839151266255989,130,4
Yadira,Dean,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.476386036960986,63,2
Miles,Roberts,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Low Satisfaction",0.5393566050650239,0,2
Joel,Spence,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.2265571526351813,203,1
Kaylin,Andersen,Production Technician Ii,Production       ,0.085,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.914442162902122,107,3
Jayden,Bolton,Production Technician Ii,Production       ,0.0975,Normal,High Risk Role (Production),1.6290212183436004,0,4
Jon,Galvan,Production Technician Ii,Production       ,0.1175,Normal,"High Risk Role (Production), Training Failed",0.16153319644079397,116,4
Fernando,Mcdowell,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Low Satisfaction",2.1218343600273784,0,1
Triston,Ewing,Production Technician I,Production       ,0.02,Normal,High Risk Role (Production),1.0622861054072552,0,3
Pablo,Yates,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Low Satisfaction",2.3655030800821355,0,1
Jordan,Hayes,Production Technician I,Production       ,0.0175,Normal,High Risk Role (Production),0.0,0,3
Kianna,Wilkerson,Production Technician I,Production       ,0.1125,Normal,High Risk Role (Production),2.3545516769336072,0,4
Paul,Steele,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.06023271731690623,0,5
Jason,Moyer,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),0.7145790554414785,219,3
Larissa,Taylor,Production Technician I,Production       ,0.1175,Normal,"High Risk Role (Production), Low Satisfaction",2.628336755646817,0,1
Aryanna,Larson,Production Technician I,Production       ,0.02,Normal,"High Risk Role (Production), Low Satisfaction",0.10677618069815195,33,2
Eliana,Hammond,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.383983572895277,0,3
Adrien,Krause,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Low Satisfaction",2.858316221765914,0,1
Annie,Galloway,Production Technician I,Production       ,0.1325,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.030116358658453,93,4
Dahlia,Waller,Production Technician Ii,Production       ,0.0625,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.353182751540041,0,5
Alonzo,Bradley,Production Technician Ii,Production       ,0.185,Normal,High Risk Role (Production),1.672826830937714,182,4
Aleena,David,Production Technician Ii,Production       ,0.0625,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.01368925393566,266,1
Bridger,Alvarado,Production Technician Ii,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.7399041752224504,0,3
Cannon,Morgan,Production Technician I,Production       ,0.1725,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.57015742642026,172,3
Weston,Ramsey,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.005475701574264,274,2
Adison,Ray,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.7214236824093088,8,2
Aarav,Espinoza,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.238877481177276,116,4
Destiney,Barry,Production Technician I,Production       ,0.0775,Normal,"High Risk Role (Production), Training Failed",2.0342231348391513,175,3
Ulises,Herring,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Low Satisfaction",2.954140999315537,96,2
Miya,Cruz,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.6112251882272415,0,4
Erin,Floyd,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Low Satisfaction",0.31759069130732376,24,2
Gerald,Johnston,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",3.0198494182067077,113,2
Kendrick,Snyder,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),0.840520191649555,0,3
Alyssa,Proctor,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",1.5852156057494866,62,1
Manuel,Stout,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),0.45722108145106094,128,4
Joanna,Bradley,Production Technician I,Production       ,0.07,Normal,"High Risk Role (Production), Low Satisfaction",2.6721423682409307,140,2
Sade,Smith,Production Technician I,Production       ,0.065,Normal,High Risk Role (Production),0.0,0,3
Lowan M,Biden,Production Technician I,Production       ,0.2075,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.413415468856948,184,5
Shenice,Gold,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Training Failed",2.099931553730322,0,5
Brigit,McCarthy,Production Technician Ii,Production       ,0.23,High Risk,High Risk Role (Production),2.6776180698151952,0,5
Cherly,Robinson,Production Technician I,Production       ,0.04,Normal,High Risk Role (Production),0.0,0,4
Jacquelyn,Williams,Production Technician I,Production       ,0.245,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.02258726899384,0,3
Kayla,Peterson,Production Technician I,Production       ,0.0475,Normal,High Risk Role (Production),0.06023271731690623,0,5
Bradley J,Knapp,Production Technician I,Production       ,0.1025,Normal,High Risk Role (Production),1.7084188911704312,0,3
Benjamin,Burkett,Production Technician Ii,Production       ,0.1175,Normal,High Risk Role (Production),2.5598904859685145,0,4
Sam,Athwal,Production Technician I,Production       ,0.0925,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.03559206023271732,0,2
Lauren,Mahoney,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed",0.865160848733744,0,5
Theresa,Tinto,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.1047227926078027,0,3
Caroline,Cierpiszewski,Production Technician I,Production       ,0.025,Normal,High Risk Role (Production),0.16427104722792607,0,3
Tanya,Foreman,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.915126625598905,0,4
Roger,Walker,Production Technician Ii,Production       ,0.135,Normal,High Risk Role (Production),2.3572895277207393,6,5
Tayana,Jeannite,Production Technician Ii,Production       ,0.0775,Normal,"High Risk Role (Production), Low Satisfaction",2.6995208761122518,0,1
Anthony,Heitzman,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.435318275154004,262,5
Violeta,Ferreira,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.2299794661190965,142,5
Geoff,Dickinson,Production Technician I,Production       ,0.155,Normal,"High Risk Role (Production), Training Failed",2.7789185489390826,167,3
Justice,Gentry,Production Technician I,Production       ,0.12,Normal,"High Risk Role (Production), Training Failed",2.6639288158795345,193,4
Kason,Kramer,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Training Failed",1.7522245037645447,206,3
Alfredo,Perry,Production Technician I,Production       ,0.035,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.082135523613963,7,2
Skyler,Drake,Production Technician I,Production       ,0.1175,Normal,High Risk Role (Production),2.4449007529089664,0,5
Moshe,Copeland,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),0.6433949349760438,0,4
Harley,Nunez,Production Technician I,Production       ,0.0825,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.7426420260095825,41,5
Sammy,Walter,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),0.8240930869267625,2,5
Ronnie,Haas,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.37782340862423,0,5
Kira,Robertson,Production Technician I,Production       ,0.03,Normal,"High Risk Role (Production), Low Satisfaction",0.1998631074606434,0,2
Jaqueline,Ford,Production Technician I,Production       ,0.02,Normal,"High Risk Role (Production), Low Satisfaction",0.7912388774811773,0,2
Trace,Cherry,Production Technician I,Production       ,0.085,Normal,"High Risk Role (Production), Training Failed",0.0,110,3
Travis,Cardenas,Production Technician I,Production       ,0.1375,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.240930869267625,0,1
Reyna,Hicks,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Low Satisfaction",1.0212183436002737,67,2
Trent,Sandoval,Production Technician I,Production       ,0.105,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.542094455852156,108,4
Reginald,Dougherty,Production Technician Ii,Production       ,0.0725,Normal,High Risk Role (Production),1.8699520876112252,0,3
Paul,Greer,Production Technician Ii,Production       ,0.0675,Normal,High Risk Role (Production),1.2950034223134839,62,3
Tiara,Velez,Production Technician Ii,Production       ,0.085,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.1457905544147846,0,3
Mareli,Wilson,Production Technician Ii,Production       ,0.025,Normal,High Risk Role (Production),2.0533880903490758,0,5
Efrain,Underwood,Production Technician Ii,Production       ,0.2525,High Risk,High Risk Role (Production),0.4024640657084189,0,5
Madeline,Powell,Production Technician Ii,Production       ,0.3075,High Risk,"High Risk Role (Production), Mid-Tenure Risk",4.1505817932922655,0,5
Alfred,Goodman,Production Technician Ii,Production       ,0.1425,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.0143737166324436,25,1
Aracely,Kelly,Production Technician I,Production       ,0.16,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.403148528405202,0,2
Deja,Ritter,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.153319644079398,51,2
Amelia,Gamble,Production Technician I,Production       ,0.1525,Normal,High Risk Role (Production),0.31759069130732376,46,4
Pranav,Middleton,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),2.004106776180698,16,5
Moshe,Hunter,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",0.8980150581793293,0,1
Arjun,Gibson,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),0.0,40,5
Alaina,Jenkins,Production Technician I,Production       ,0.0825,Normal,"High Risk Role (Production), Low Satisfaction",1.9247091033538672,0,1
Elyse,Morrow,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Training Failed",0.4079397672826831,0,4
Lincoln,Brady,Production Technician I,Production       ,0.055,Normal,High Risk Role (Production),0.008213552361396304,39,5
Allisson,Braun,Production Technician I,Production       ,0.0675,Normal,High Risk Role (Production),2.132785763175907,0,3
Leonel,Chang,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.323066392881588,52,2
Haiden,Scott,Production Technician Ii,Production       ,0.22,High Risk,High Risk Role (Production),1.1882272416153319,74,5
Kyan,Miranda,Production Technician Ii,Production       ,0.08,Normal,High Risk Role (Production),0.676249144421629,151,4
Ayanna,Garrison,Production Technician Ii,Production       ,0.0775,Normal,"High Risk Role (Production), Low Satisfaction",0.15058179329226556,0,2
Alan,Woods,Production Technician Ii,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Malachi,Burnett,Production Technician Ii,Production       ,0.09,Normal,"High Risk Role (Production), Low Satisfaction",1.2922655715263518,0,1
Kadin,Mcdowell,Production Technician Ii,Production       ,0.0675,Normal,"High Risk Role (Production), Low Satisfaction",0.4188911704312115,0,2
Reed,Brandt,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),0.9089664613278576,0,3
Macie,Hayes,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),0.9856262833675564,0,4
Rodney,Snow,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.811088295687885,0,4
Reece,Potts,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Training Failed",2.642026009582478,0,4
Catalina,Eaton,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Training Failed",2.869267624914442,0,4
Heidi,Manning,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),1.9000684462696784,50,5
Marquis,Johns,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.6139630390143735,210,2
Areli,Torres,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Low Satisfaction",1.8562628336755647,0,1
Rey,Morton,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),2.9075975359342916,0,5
Deven,Gillespie,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Rowan,Gilbert,Production Technician I,Production       ,0.035,Normal,High Risk Role (Production),0.5968514715947981,69,3
Cullen,Ruiz,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Low Satisfaction",2.7789185489390826,169,1
Kamron,Goodwin,Production Technician I,Production       ,0.08,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.375770020533881,0,4
Francesca,Lowe,Production Technician Ii,Production       ,0.28,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.16974674880219,0,2
Violet,Horn,Production Technician Ii,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",0.0,27,2
Carlie,Wagner,Production Technician Ii,Production       ,0.1925,Normal,High Risk Role (Production),0.0,0,3
Harmony,Pruitt,Production Technician Ii,Production       ,0.0575,Normal,High Risk Role (Production),2.625598904859685,0,3
Ean,Barajas,Production Technician Ii,Production       ,0.0925,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.488021902806297,294,1
Dayana,Gregory,Production Technician Ii,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.858316221765914,0,1
Zaniyah,Mccarthy,Production Technician I,Production       ,0.065,Normal,High Risk Role (Production),2.0588637919233403,0,5
Lyric,Butler,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),0.7967145790554415,0,5
Izaiah,Gallagher,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Low Satisfaction",1.998631074606434,0,1
Marcelo,Galvan,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.0424366872005475,15,2
Kaylynn,Odom,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Low Satisfaction",0.5393566050650239,312,1
Oliver,Dalton,Production Technician I,Production       ,0.075,Normal,High Risk Role (Production),0.4736481861738535,0,4
Patience,Henry,Production Technician I,Production       ,0.07,Normal,"High Risk Role (Production), Training Failed",0.7885010266940452,8,5
London,Pennington,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Anna,Salazar,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Low Satisfaction",1.6125941136208077,0,1
Vicente,Davis,Production Technician I,Production       ,0.135,Normal,"High Risk Role (Production), Training Failed",0.3531827515400411,47,4
Annabel,Lewis,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.14031485284052,116,1
Jaylen,Donaldson,Production Technician Ii,Production       ,0.255,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.567419575633128,4,2
Malakai,Shelton,Production Technician Ii,Production       ,0.065,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.3045859000684463,131,5
Erick,Wood,Production Technician Ii,Production       ,0.1075,Normal,High Risk Role (Production),0.0,0,4
Daniel,Frye,Production Technician Ii,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed",0.0,0,4
Adam,Meza,Production Technician Ii,Production       ,0.1,Normal,High Risk Role (Production),0.35592060232717315,150,3
Omari,Keller,Production Technician Ii,Production       ,0.06,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Asher,Miles,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.7967145790554415,247,1
Makaila,Baxter,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",2.0533880903490758,0,1
Colt,Kemp,Production Technician I,Production       ,0.06,Normal,High Risk Role (Production),2.4969199178644765,235,3
Marco,Robles,Production Technician I,Production       ,0.0275,Normal,High Risk Role (Production),0.6954140999315537,76,3
Nick,Palmer,Production Technician I,Production       ,0.0525,Normal,High Risk Role (Production),0.11225188227241616,0,4
Mekhi,Hopkins,Production Technician I,Production       ,0.055,Normal,High Risk Role (Production),2.108145106091718,0,3
Eileen,Oneal,Production Technician I,Production       ,0.02,Normal,"High Risk Role (Production), Training Failed",2.2806297056810405,0,3
Alani,Cooley,Production Technician I,Production       ,0.165,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.5537303216974676,16,2
Corinne,Campos,Production Technician I,Production       ,0.03,Normal,High Risk Role (Production),0.0,0,3
Heaven,Nelson,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),0.10951403148528405,0,3
Baylee,Castaneda,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.080082135523614,157,3
